,town_symbol,town_name,location_symbol,ballot_address,ballot_location,bldg_nubmer,street,geocode_address,Latitude,Longitude
2810,1172,תובל,1,תובל,חדר אוכל,,תובל,"תובל, תובל",32.0864773,34.8031079
2811,4000,חיפה,88,"הזית,5 ",מועדון גמלאים סכנין,5,הזית,"הזית 5, חיפה",32.8284673,34.9801496
2814,4000,חיפה,25,"נח""ל,2 ","בי""ס חטיבת בינים רעות",2,"נח""ל","נח""ל 2, חיפה",32.8267209,34.9782719
2815,4000,חיפה,33,"התשעים ושלוש,8 ","בי""ס טכנולוגי אורט הכרמל",8,התשעים ושלוש,"התשעים ושלוש 8, חיפה",32.8168396,34.9978524
2816,4000,חיפה,3,"שד הרא""ה,10 ","בי""ס אהרן הרואה",10,"שד הרא""ה","שד הרא""ה 10, חיפה",32.7940463,34.989571
2818,4000,חיפה,19,"שטרן יוסף,9 ",ישיבת פרחי אהרן,9,שטרן יוסף,"שטרן יוסף 9, חיפה",32.8399651,35.070204
2820,4000,חיפה,234,"פרומר דב,15 ","בי""ס ממ'ד אהרון הרואה - בנים",15,פרומר דב,"פרומר דב 15, חיפה",32.8394614,35.0715431
2823,4000,חיפה,155,"הים התיכון,2 ","חט""ב פרחי אהרון - עירוני ב'",2,הים התיכון,"הים התיכון 2, חיפה",32.8355055,35.0690419
2825,4000,חיפה,5,"קיסריה,20 ","בי""ס אחוה",20,קיסריה,"קיסריה 20, חיפה",32.8158739,34.994979
2826,4000,חיפה,47,"הגבורים,17 ","בי""ס שערי תורה",17,הגבורים,"הגבורים 17, חיפה",32.803297,35.0059013
2830,4000,חיפה,199,"מרכוס הרב,9 ",אגף חינוך של העירייה,9,מרכוס הרב,"מרכוס הרב 9, חיפה",32.8120193,35.0014229
2832,4000,חיפה,240,"הגנים,21 ",המכללה האקדמית ויצו,21,הגנים,"הגנים 21, חיפה",32.8209101,34.9899729
2835,4000,חיפה,236,"צהיון,5 ","מתחם אלחיוואל גן + בי""ס",5,צהיון,"צהיון 5, חיפה",32.8180886,34.9959131
2839,4000,חיפה,58,"פרץ י. ל.,20 ",בית ארדשטיין,20,פרץ י. ל.,"פרץ י. ל. 20, חיפה",32.825595,35.067606
2840,4000,חיפה,114,"שד הציונות,33 ","מרכז ""ערבי יהודי"" תיאטרון",33,שד הציונות,"שד הציונות 33, חיפה",32.8158861,34.9927101
2841,4000,חיפה,31,"אנילביץ מרדכי,26 ","בי""ס מוריה",26,אנילביץ מרדכי,"אנילביץ מרדכי 26, חיפה",32.8212746,34.9877991
2844,4000,חיפה,273,"שומאכר גוטליב,4 ",מועדון הנוער הנוצרי,4,שומאכר גוטליב,"שומאכר גוטליב 4, חיפה",32.7940463,34.989571
2845,4000,חיפה,46,"שדה יצחק,26 ","בי""ס שלווה",26,שדה יצחק,"שדה יצחק 26, חיפה",32.8213311,34.9866934
2850,4000,חיפה,50,"תל אביב,27 ","בי""ס תיכון עירוני א",27,תל אביב,"תל אביב 27, חיפה",32.7940463,34.989571
2854,4000,חיפה,18,"דרור,19 ","בי""ס דרור",19,דרור,"דרור 19, חיפה",32.8224426,34.9827408
2855,4000,חיפה,37,"העליה השניה,27 ","בי""ס האונטרופוסופי",27,העליה השניה,"העליה השניה 27, חיפה",32.8321766,34.9818628
2859,4000,חיפה,222,"ליבריה,11 ",גני ילדים הוד כרמל,11,ליבריה,"ליבריה 11, חיפה",32.7688069,35.0048342
2869,4000,חיפה,137,"העליה השניה,45 ",מרכז קהילתי בת גלים,45,העליה השניה,"העליה השניה 45, חיפה",32.8320854,34.9778893
2870,4000,חיפה,237,"צה""ל,41 ",אשכול פייס,41,"צה""ל","צה""ל 41, חיפה",32.8265572,34.9759917
2872,4000,חיפה,86,"יואב,5 ","בי""ס יבניאלי",5,יואב,"יואב 5, חיפה",32.8283726,34.9772303
2876,4000,חיפה,196,"העוגן,39 ",גן ילדים שחר,39,העוגן,"העוגן 39, חיפה",32.8254473,34.9616789
2880,4000,חיפה,224,"יציאת אירופה,19 ",גן ילדים עין הים - אורות,19,יציאת אירופה,"יציאת אירופה 19, חיפה",32.8229272,34.9590815
2881,4000,חיפה,99,"שטרן יאיר,20 ","מתנ""ס קלור",20,שטרן יאיר,"שטרן יאיר 20, חיפה",32.8262407,34.9642856
2882,4000,חיפה,45,"דרך צרפת,85 ","בי""ס רמות",85,דרך צרפת,"דרך צרפת 85, חיפה",32.8228324,34.9666601
2886,4000,חיפה,249,"דוד המלך,28 ","בי""ס בסמת - חטיבה עליונה",28,דוד המלך,"דוד המלך 28, חיפה",32.8100305,34.9593888
2887,4000,חיפה,227,"יהושפט המלך,6א",מרכז קהילתי נווה דוד,6א,יהושפט המלך,"יהושפט המלך 6א, חיפה",32.807498,34.9614068
2888,4000,חיפה,40,"דוד המלך,29 ","בי""ס עופרים",29,דוד המלך,"דוד המלך 29, חיפה",32.810741,34.9582633
2889,4000,חיפה,36,"יציאת אירופה,17 ","בי""ס עין הים",17,יציאת אירופה,"יציאת אירופה 17, חיפה",32.822623,34.9588232
2896,4000,חיפה,23,"החיננית,3 ","בי""ס חופית",3,החיננית,"החיננית 3, חיפה",32.8164871,34.9589739
2899,4000,חיפה,123,"הרותם,1 ","בית תרבות ע""ש פאני קפלן",1,הרותם,"הרותם 1, חיפה",32.8198587,34.956608
2903,4000,חיפה,223,"שוויצר אלברט ד""ר,64 ",גן ילדים קטלב,64,"שוויצר אלברט ד""ר","שוויצר אלברט ד""ר 64, חיפה",32.7940463,34.989571
2904,4000,חיפה,241,"לסקוב חיים רא""ל,26 ",גן ילדים אשל-קשת,26,"לסקוב חיים רא""ל","לסקוב חיים רא""ל 26, חיפה",32.7940463,34.989571
2906,4000,חיפה,96,"אינשטיין אלברט,52 ","גן ""אתרוג""",52,אינשטיין אלברט,"אינשטיין אלברט 52, חיפה",32.7822162,34.9940662
2908,4000,חיפה,193,"ליבריה,42 ","גן ילדים עירוני ""חצב""",42,ליבריה,"ליבריה 42, חיפה",32.767019,35.0091694
2909,4000,חיפה,235,"חוף השנהב,39 ",מועדון צופים,39,חוף השנהב,"חוף השנהב 39, חיפה",32.766948,35.0021757
2913,4000,חיפה,9,"אינשטיין אלברט,94 ","שלוחת בי""ס אינשטיין",94,אינשטיין אלברט,"אינשטיין אלברט 94, חיפה",32.7779233,34.9995868
2914,4000,חיפה,42,"אורן,27 ","בי""ס רוממה",27,אורן,"אורן 27, חיפה",32.785664,34.9971581
2915,4000,חיפה,43,"שד אבא חושי,15 ","בי""ס הריאלי - בנין לנדס",15,שד אבא חושי,"שד אבא חושי 15, חיפה",32.7660223,35.0123209
2922,4000,חיפה,211,"שוויצר אלברט ד""ר,64 ",גן ילדים אמנון ותמר,64,"שוויצר אלברט ד""ר","שוויצר אלברט ד""ר 64, חיפה",32.7940463,34.989571
2923,4000,חיפה,263,"שד אבא חושי,15 ","ביה""ס הריאלי - בנין וולפסון",15,שד אבא חושי,"שד אבא חושי 15, חיפה",32.7660223,35.0123209
2927,4000,חיפה,6,"שד סיני,13 ","ביה""ס אחוזה (זכרון יוסף)",13,שד סיני,"שד סיני 13, חיפה",32.7879195,34.9873674
2934,4000,חיפה,257,"ולנברג ראול,11 ",מרכז קהילתי,11,ולנברג ראול,"ולנברג ראול 11, חיפה",32.7798194,34.9847679
2936,4000,חיפה,39,"פיכמן יעקב,15 ","בי""ס פיכמן",15,פיכמן יעקב,"פיכמן יעקב 15, חיפה",32.7940463,34.989571
2941,4000,חיפה,70,"קריית ספר,27 ","בי""ס ""ריאלי"" יסודי",27,קריית ספר,"קריית ספר 27, חיפה",32.7898533,34.9907288
2945,4000,חיפה,200,"הצלפים,5 ",גן ילדים רוממה כלנית,5,הצלפים,"הצלפים 5, חיפה",32.7883434,34.9946535
2946,4000,חיפה,22,"צדקיהו,6 ","בי""ס הרצל",6,צדקיהו,"צדקיהו 6, חיפה",32.7989838,34.9806744
2947,4000,חיפה,276,"כ""ץ יאיר,12 ",ביס דוד ילין,12,"כ""ץ יאיר","כ""ץ יאיר 12, חיפה",32.8267899,34.9643173
2950,4000,חיפה,260,"לוטוס,16 ",בית ספר הרצל - שלוחה,16,לוטוס,"לוטוס 16, חיפה",32.7983971,34.9816089
2955,4000,חיפה,102,"הלילך,26 ",גן שקמה,26,הלילך,"הלילך 26, חיפה",32.8020651,34.9803107
2956,4000,חיפה,103,"דרך הים,44 ","בי""ס אילנשיל אופקים",44,דרך הים,"דרך הים 44, חיפה",32.8069292,34.9802863
2959,4000,חיפה,48,"בודנהיימר מקס ד""ר,7 ","בי""ס אבן גבירול",7,"בודנהיימר מקס ד""ר","בודנהיימר מקס ד""ר 7, חיפה",32.7940463,34.989571
2961,4000,חיפה,106,"טשרניחובסקי,71 ","בי""ס ליאו בק + מתנ""ס",71,טשרניחובסקי,"טשרניחובסקי 71, חיפה",32.8246416,34.9705636
2964,4000,חיפה,226,"חכים אליהו,6 ",מרכז קריגר,6,חכים אליהו,"חכים אליהו 6, חיפה",32.8202014,34.9723164
2965,4000,חיפה,232,"הרקפות,11 ",מתחם גני ילדים,11,הרקפות,"הרקפות 11, חיפה",32.8089837,34.9779191
2966,4000,חיפה,15,"התשבי,34 ","בי""ס גיל",34,התשבי,"התשבי 34, חיפה",32.813546,34.9772998
2971,4000,חיפה,98,"לאה,11 ",גן מעין,11,לאה,"לאה 11, חיפה",32.7958662,34.9768662
2974,4000,חיפה,52,"ביכורים,27 ","בי""ס תיכון עירוני ה",27,ביכורים,"ביכורים 27, חיפה",32.7998734,34.9897491
2979,4000,חיפה,269,"לאה,39 ",גני ילדים,39,לאה,"לאה 39, חיפה",32.7977982,34.9734273
2982,4000,חיפה,7,"גלאל אל דין,3 ","בי""ס אחמדיה",3,גלאל אל דין,"גלאל אל דין 3, חיפה",32.7940463,34.989571
2989,4000,חיפה,62,"שד הנשיא,142 ",בית הכט,142,שד הנשיא,"שד הנשיא 142, חיפה",32.8034424,34.984635
2993,4000,חיפה,124,"הטנא,2 ",עירוני ה חטיבת בינים,2,הטנא,"הטנא 2, חיפה",32.8004558,34.9898223
2996,4000,חיפה,127,"טשרניחובסקי,34 ","בי""ס טשרניחובסקי",34,טשרניחובסקי,"טשרניחובסקי 34, חיפה",32.8209977,34.9755727
3000,4000,חיפה,151,"מונטיפיורי,15 ","בי""ס אורים",15,מונטיפיורי,"מונטיפיורי 15, חיפה",32.8057751,34.9938686
3001,4000,חיפה,258,"בלום לאון,9 ","תיכון חוגים ע""ש רחל מתוקי",9,בלום לאון,"בלום לאון 9, חיפה",32.7986957,34.9985323
3003,4000,חיפה,250,"שונית,12 ",אשכול גני ילדים,12,שונית,"שונית 12, חיפה",32.8125724,34.960968
3004,4000,חיפה,2,"אהוד,18 ","בי""ס אהוד",18,אהוד,"אהוד 18, חיפה",32.7916768,34.9900806
3009,4000,חיפה,26,"הבישוף חג'אר,1 ","בי""ס שיזף",1,הבישוף חג'אר,"הבישוף חג'אר 1, חיפה",32.8193713,34.9803731
3016,4000,חיפה,186,"שבתאי לוי,24 ",בית המהנדס,24,שבתאי לוי,"שבתאי לוי 24, חיפה",32.814912,34.9926536
3018,4000,חיפה,230,"בית אל,3 ","מתנ""ס לאו בק שלוחת בית אל",3,בית אל,"בית אל 3, חיפה",32.8155643,34.9767352
3019,4000,חיפה,30,"שד גולומב אליהו,4 ","בי""ס ליאו בק",4,שד גולומב אליהו,"שד גולומב אליהו 4, חיפה",32.8103685,34.9901495
3023,4000,חיפה,24,"מסדה,8 ","בי""ס למחוננים",8,מסדה,"מסדה 8, חיפה",32.8089189,34.9951599
3028,4000,חיפה,150,"טבריה,15 ","מתנ""ס הדר ע""ש גולד ושנפלד",15,טבריה,"טבריה 15, חיפה",32.8112293,34.9907064
3031,4000,חיפה,68,"שפרעם,10 ",עיריית חיפה - אגף הביטחון,10,שפרעם,"שפרעם 10, חיפה",32.8124898,34.99181
3037,4000,חיפה,270,"ברוואלד,5 ",ערית חיפה אגף האכיפה והגביה,5,ברוואלד,"ברוואלד 5, חיפה",32.7940463,34.989571
3039,4000,חיפה,189,"אימבר נפתלי,1 ",מועדונית יודפת,1,אימבר נפתלי,"אימבר נפתלי 1, חיפה",32.809696,35.0030129
3040,4000,חיפה,122,"פבזנר,54 ","ספריה עירונית ""פבזנר""",54,פבזנר,"פבזנר 54, חיפה",32.8062047,34.9995232
3042,4000,חיפה,197,"פבזנר,33 ","בית ההגנה ""צוות""",33,פבזנר,"פבזנר 33, חיפה",32.8061262,34.9999284
3043,4000,חיפה,77,"המימוני,2 ","בי""ס בית יעקב לבנות",2,המימוני,"המימוני 2, חיפה",32.8034978,34.9958231
3044,4000,חיפה,188,"בצלאל,5 ",ת.דתי לבנות בית יעקב,5,בצלאל,"בצלאל 5, חיפה",32.8037154,35.0000071
3052,4000,חיפה,72,"בית""ר,8 ","מתנ""ס הדר",8,"בית""ר","בית""ר 8, חיפה",32.8042602,35.0001958
3055,4000,חיפה,185,"יל""ג,7 ","מרכז קהילתי ""עציון""",7,"יל""ג","יל""ג 7, חיפה",32.8070246,35.0028073
3057,4000,חיפה,38,"ירושלים,29 ","מתנ""ס הדר-ביתנו",29,ירושלים,"ירושלים 29, חיפה",32.8076151,34.9992489
3060,4000,חיפה,93,"חטיבת כרמלי,42א",מרכז הנוער בית מגנצא,42א,חטיבת כרמלי,"חטיבת כרמלי 42א, חיפה",32.7952256,35.0190694
3061,4000,חיפה,130,"בן בבא,4 ",תלמוד תורה תורת אמת,4,בן בבא,"בן בבא 4, חיפה",32.8035932,35.0023535
3066,4000,חיפה,63,"שמריהו לוין,15 ","בי""ס הריאלי",15,שמריהו לוין,"שמריהו לוין 15, חיפה",32.8114253,34.9967976
3072,4000,חיפה,73,"סנש חנה,12 ","בי""ס תיכון לאומנויות רעות",12,סנש חנה,"סנש חנה 12, חיפה",32.8013962,34.995401
3075,4000,חיפה,29,"צ'רניאבסקי אהרון,20 ","בי""ס יזרעאליה",20,צ'רניאבסקי אהרון,"צ'רניאבסקי אהרון 20, חיפה",32.79008,35.0131184
3082,4000,חיפה,71,"מימון הרב,23 ",עירוני ג חטיבת בינים בנין מצדה,23,מימון הרב,"מימון הרב 23, חיפה",32.7848317,35.0231075
3086,4000,חיפה,53,"דרך יד לבנים,97 ","בי""ס תיכון עירוני ו",97,דרך יד לבנים,"דרך יד לבנים 97, חיפה",32.793672,35.0198748
3091,4000,חיפה,28,"רבי עקיבא,40 ",אולפנת צביה,40,רבי עקיבא,"רבי עקיבא 40, חיפה",32.8038317,34.9969402
3094,4000,חיפה,44,"ציון,7 ","בי""ס רמב""ם",7,ציון,"ציון 7, חיפה",32.790972,35.0163157
3102,4000,חיפה,132,"לוין גוטל,22 ",גן ילדים אודם,22,לוין גוטל,"לוין גוטל 22, חיפה",32.8019128,35.0483096
3103,4000,חיפה,217,"לוין גוטל,22א",מרכז קהילתי רמת ספיר,22א,לוין גוטל,"לוין גוטל 22א, חיפה",32.7940463,34.989571
3107,4000,חיפה,262,"אורן,27 ","אולם ספורט ביה""ס רוממה",27,אורן,"אורן 27, חיפה",32.785664,34.9971581
3108,4000,חיפה,76,"בירם ד""ר,35 ","בי""ס עירוני כי""ח",35,"בירם ד""ר","בירם ד""ר 35, חיפה",32.7940463,34.989571
3109,4000,חיפה,181,"אלתר אליעזר,34 ","ישיבה תיכונית עירונית ""יבנה""",34,אלתר אליעזר,"אלתר אליעזר 34, חיפה",32.7738245,35.0117086
3112,4000,חיפה,138,"יגאל אלון,8 ","בי""ס יגאל אלון",8,יגאל אלון,"יגאל אלון 8, חיפה",32.776959,35.012182
3113,4000,חיפה,256,"הירדן,23 ",מרכז קהילתי,23,הירדן,"הירדן 23, חיפה",32.8012504,35.0095253
3114,4000,חיפה,195,"החשמל,22 ",המכללה להכשרת מורים,22,החשמל,"החשמל 22, חיפה",32.7958201,35.0201212
3116,4000,חיפה,60,"משאש הרב,1 ","מתנ""ס נווה יוסף (אגף חדש)",1,משאש הרב,"משאש הרב 1, חיפה",32.8531956,35.07808
3122,4000,חיפה,255,"גוש עציון,24 ","בי""ס עבד אל רחמן אלחאג'",24,גוש עציון,"גוש עציון 24, חיפה",32.800664,35.0064109
3123,4000,חיפה,198,"פרץ מרקיש,5 ",גן ילדים נוף,5,פרץ מרקיש,"פרץ מרקיש 5, חיפה",32.7943101,35.0088459
3124,4000,חיפה,220,"פרץ מרקיש,5 ","גן ילדים ""תפוז""",5,פרץ מרקיש,"פרץ מרקיש 5, חיפה",32.7943101,35.0088459
3125,4000,חיפה,134,"החשמל,8 ","בי""ס תהילת שלמה",8,החשמל,"החשמל 8, חיפה",32.7992634,35.0147172
3128,4000,חיפה,219,"פרץ מרקיש,22 ","גן ילדים ""דוכיפת""",22,פרץ מרקיש,"פרץ מרקיש 22, חיפה",32.7936502,35.0085405
3129,4000,חיפה,56,"הגליל,107 ","בי""ס תל חי",107,הגליל,"הגליל 107, חיפה",32.7872985,35.0210252
3134,4000,חיפה,51,"גדליהו,22 ","בי""ס תיכון עירוני ג",22,גדליהו,"גדליהו 22, חיפה",32.7839509,35.0221284
3135,4000,חיפה,12,"ברל כצנלסון,48 ","בי""ס בארי",48,ברל כצנלסון,"ברל כצנלסון 48, חיפה",32.7874444,35.012268
3138,4000,חיפה,75,"חביבה רייך,16 ","בי""ס הבונים",16,חביבה רייך,"חביבה רייך 16, חיפה",32.7811516,35.0072758
3141,4000,חיפה,261,"צ'רניאבסקי אהרון,14 ",גן פריאל,14,צ'רניאבסקי אהרון,"צ'רניאבסקי אהרון 14, חיפה",32.79008,35.0131184
3142,4000,חיפה,57,"סילבר אבא הלל,71 ",בית אבא חושי,71,סילבר אבא הלל,"סילבר אבא הלל 71, חיפה",32.7909581,35.0104605
