,town_symbol,town_name,location_symbol,ballot_address,ballot_location,bldg_nubmer,street,geocode_address,Latitude,Longitude
4660,7400,נתניה,141,"לח""י,13 ",בית ספר בית יעקב,13,"לח""י","לח""י 13, נתניה",32.3194414,34.8638563
4664,7400,נתניה,18,"גרונר דב,13 ","בי""ס שורשים",13,גרונר דב,"גרונר דב 13, נתניה",32.3187293,34.8601963
4672,7400,נתניה,11,"הצנחנים,4 ","בי""ס חורב",4,הצנחנים,"הצנחנים 4, נתניה",32.3245394,34.8623519
4682,7400,נתניה,177,"יאיר,8 ",גני ילדים,8,יאיר,"יאיר 8, נתניה",32.321458,34.853196
4685,7400,נתניה,178,"הגילה,9 ",גני הגילה,9,הגילה,"הגילה 9, נתניה",32.3150279,34.847709
4687,7400,נתניה,123,"רבי מאיר,8 ","בי""ס בית חנה קרית צאנז",8,רבי מאיר,"רבי מאיר 8, נתניה",32.3439035,34.8604
4691,7400,נתניה,9,"אליהו עטיה,4 ","בי""ס ""עוז והדר""",4,אליהו עטיה,"אליהו עטיה 4, נתניה",32.3312813,34.8653447
4697,7400,נתניה,31,"לנדאו שמואל,17 ","בי""ס שובו",17,לנדאו שמואל,"לנדאו שמואל 17, נתניה",32.3117297,34.8848961
4703,7400,נתניה,28,"הזמיר,18 ","בי""ס קרית רבין",18,הזמיר,"הזמיר 18, נתניה",32.3060051,34.8831505
4707,7400,נתניה,126,"החינוך העברי,1 ","בי""ס מורשת זבולון",1,החינוך העברי,"החינוך העברי 1, נתניה",32.3075953,34.8770516
4710,7400,נתניה,76,"נורדאו,18 ","בי""ס הבית של תמר (יגאל אלון)",18,נורדאו,"נורדאו 18, נתניה",32.2836082,34.8567689
4715,7400,נתניה,101,"החפץ חיים,801 ","בי""ס אורות ישראל-לשעבר שלהבות",801,החפץ חיים,"החפץ חיים 801, נתניה",32.295529,34.845811
4723,7400,נתניה,79,"רמבה אייזיק,8 ","בי""ס ממ""ד עוזיאל",8,רמבה אייזיק,"רמבה אייזיק 8, נתניה",32.3171612,34.8538151
4728,7400,נתניה,133,"הוז דב,3 ","מרכז פיס מתנ""ס אחי ורעי",3,הוז דב,"הוז דב 3, נתניה",32.3368595,34.8673958
4730,7400,נתניה,6,"רייך לאון,4 ","בי""ס נעמי שמר",4,רייך לאון,"רייך לאון 4, נתניה",32.3406447,34.8572862
4736,7400,נתניה,159,"אלחריזי,25 ",מרכז חברתי לגימלאים,25,אלחריזי,"אלחריזי 25, נתניה",32.3130836,34.8595428
4737,7400,נתניה,32,"ז'ילבר,14 ","בי""ס שרת",14,ז'ילבר,"ז'ילבר 14, נתניה",32.321458,34.853196
4742,7400,נתניה,150,"תשרי,10 ","בי""ס תשרי",10,תשרי,"תשרי 10, נתניה",32.2964677,34.8709696
4745,7400,נתניה,147,"הרב הרטום שמואל,37 ","בי""ס ע""ש רועי קליין",37,הרב הרטום שמואל,"הרב הרטום שמואל 37, נתניה",32.3094633,34.8753243
4748,7400,נתניה,156,"תאשור,2 ","בי""ס ממלכתי ע""ש דבורה עומר",2,תאשור,"תאשור 2, נתניה",32.2981014,34.876168
4751,7400,נתניה,142,"ברמן בני,4 ","ביה""ס חיים חפר",4,ברמן בני,"ברמן בני 4, נתניה",32.2811814,34.8449548
4752,7400,נתניה,131,"אשר,5 ",בית ספר הרצוג,5,אשר,"אשר 5, נתניה",32.2998671,34.8704349
4756,7400,נתניה,164,"ד""ר פרח יהודה,11 ",מרים ילן שטקליס,11,"ד""ר פרח יהודה","ד""ר פרח יהודה 11, נתניה",32.3031365,34.8720064
4760,7400,נתניה,162,"ברוש,7 ","חט""ב אלתרמן",7,ברוש,"ברוש 7, נתניה",32.2992824,34.8754031
4764,7400,נתניה,51,"מעפילי אגוז,5 ","בי""ס רימלט",5,מעפילי אגוז,"מעפילי אגוז 5, נתניה",32.2749051,34.8492727
4771,7400,נתניה,10,"שד בן אב""י,28 ","בי""ס יונתן",28,"שד בן אב""י","שד בן אב""י 28, נתניה",32.3185006,34.8515284
4780,7400,נתניה,149,"שמורת נחל שניר,3 ","בי""ס ע""ש אהרון דוידי",3,שמורת נחל שניר,"שמורת נחל שניר 3, נתניה",32.2895642,34.8506514
4793,7400,נתניה,22,"הגר""א,4 ","בי""ס תיכון טשרניחובסקי",4,"הגר""א","הגר""א 4, נתניה",32.3095547,34.8559497
4796,7400,נתניה,157,"הדקל,10 ","בי""ס ממלכתי ע""ש שימרית אור",10,הדקל,"הדקל 10, נתניה",32.3006228,34.8755645
4800,7400,נתניה,23,"הרב קוק,18 ",מרכז ביאליק להשכלת מבוגרים,18,הרב קוק,"הרב קוק 18, נתניה",32.331582,34.8544191
4803,7400,נתניה,173,"הרב קוק,18 ",מתחם גנים,18,הרב קוק,"הרב קוק 18, נתניה",32.331582,34.8544191
4806,7400,נתניה,132,"הרב הרטום שמואל,33 ","בי""ס לאה גולדברג",33,הרב הרטום שמואל,"הרב הרטום שמואל 33, נתניה",32.3094633,34.8753243
4811,7400,נתניה,170,"ברמן בני,8 ","בי""ס חיים גורי",8,ברמן בני,"ברמן בני 8, נתניה",32.2802075,34.8451421
4817,7400,נתניה,100,"גור מרדכי,4 ","בי""ס ממלכתי ע""ש מנחם בגין",4,גור מרדכי,"גור מרדכי 4, נתניה",32.2731584,34.8434547
4823,7400,נתניה,148,"חטיבת אלכסנדרוני,8 ","בי""ס ע""ש אילן רמון",8,חטיבת אלכסנדרוני,"חטיבת אלכסנדרוני 8, נתניה",32.3011577,34.852061
4833,737,עולש,1,עולש,בית החבר,,עולש,"עולש, עולש",32.331969,34.985321
4835,837,עזריאל,1,עזריאל,מועדון נוער,,עזריאל,"עזריאל, עזריאל",32.262841,34.971133
4836,167,עין החורש,1,עין החורש,מועדון לחבר,,עין החורש,"עין החורש, עין החורש",32.385871,34.939994
4838,157,עין ורד,1,עין ורד,מועדון לחבר,,עין ורד,"עין ורד, עין ורד",32.264467,34.930705
4840,880,עין שריד,1,"זמיר,12 ",מועדון הנוער,12,זמיר,"זמיר 12, עין שריד",32.2745649,34.9345136
4842,3712,ענב,1,ענב,מועדון,,ענב,"ענב, ענב",32.283594,35.125198
4843,767,פורת,1,פורת,מועדון נוער פורת,,פורת,"פורת, פורת",32.277081,34.948816
4845,171,פרדסיה,4,שבזי שלום,מועדון אפרסק,,שבזי שלום,"שבזי שלום, פרדסיה",32.3027044,34.9135612
4847,171,פרדסיה,3,"רמב""ם,35 ","בי""ס תפוז",35,"רמב""ם","רמב""ם 35, פרדסיה",32.30788,34.9140337
4848,171,פרדסיה,6,"החרצית,11 ",ספריית בית טלי,11,החרצית,"החרצית 11, פרדסיה",32.3061469,34.910591
4851,171,פרדסיה,7,דרך הרעות,"בי""ס רימון",,דרך הרעות,"דרך הרעות, פרדסיה",32.3109879,34.9066033
4852,171,פרדסיה,5,"רמב""ם,36 ","אולם ספורט-מול בי""ס",36,"רמב""ם","רמב""ם 36, פרדסיה",32.306604,34.914117
4853,171,פרדסיה,2,"הרימון,17 ",מועדון פיס קהילתי,17,הרימון,"הרימון 17, פרדסיה",32.3060803,34.9062382
4855,1102,צוקי ים,2,צוקי ים,גן יובלים,,צוקי ים,"צוקי ים, צוקי ים",32.360122,34.858542
4856,276,צור משה,2,הפרדסים,מועדון הנוער החדש,,הפרדסים,"הפרדסים, צור משה",32.2995032,34.9108999
4857,276,צור משה,4,"השיבולים,5 ",בית העם,5,השיבולים,"השיבולים 5, צור משה",32.2984726,34.9126249
4859,195,קדימה-צורן,5,"הורדים,36 ","בי""ס ניצני השרון",36,הורדים,"הורדים 36, קדימה-צורן",32.2709736,34.9197351
4860,195,קדימה-צורן,2,"קורצ'ק,1 ","בי""ס ע""ש יגאל אלון",1,קורצ'ק,"קורצ'ק 1, קדימה-צורן",32.277644,34.919297
4861,195,קדימה-צורן,112,"הגולן,12 ",מתחם גנים תות וחצב,12,הגולן,"הגולן 12, קדימה-צורן",32.2799979,34.9123339
4864,195,קדימה-צורן,110,"הרצל,38 ",מפעל מוגן,38,הרצל,"הרצל 38, קדימה-צורן",32.2827144,34.907974
4868,195,קדימה-צורן,102,"הורדים,57 ","בי""ס תיכון עודד",57,הורדים,"הורדים 57, קדימה-צורן",32.2725288,34.9189239
4870,195,קדימה-צורן,6,"חנקין,60 ",גן ברוש (ברכה לפיד),60,חנקין,"חנקין 60, קדימה-צורן",32.2825804,34.9175203
4873,195,קדימה-צורן,107,"דרך לב השרון צורן,1 ","מתנ""ס צורן",1,דרך לב השרון צורן,"דרך לב השרון צורן 1, קדימה-צורן",32.287673,34.945224
4875,195,קדימה-צורן,1,"ההסתדרות,3 ","בי""ס ממ""ד אור תורה",3,ההסתדרות,"ההסתדרות 3, קדימה-צורן",32.271525,34.9127472
4878,195,קדימה-צורן,106,"ההדרים צורן,143 ",מועדון גימלאים - צורן,143,ההדרים צורן,"ההדרים צורן 143, קדימה-צורן",32.289114,34.945514
4879,195,קדימה-צורן,109,"דרך לב השרון צורן,2 ","ביה""ס לב-רן",2,דרך לב השרון צורן,"דרך לב השרון צורן 2, קדימה-צורן",32.287673,34.945224
4885,195,קדימה-צורן,113,"שושנת העמקים צורן,1 ",מתחם גני ילדים,1,שושנת העמקים צורן,"שושנת העמקים צורן 1, קדימה-צורן",32.2936554,34.9376513
4888,638,קלנסווה,6,קלנסווה,"בי""ס חט""ב אבן סינא",,קלנסווה,"קלנסווה, קלנסווה",32.285791,34.981487
4891,638,קלנסווה,8,"קלנסווה,2 ","ביה""ס טומשין מ.ראשי כ.מזרחית",2,קלנסווה,"קלנסווה 2, קלנסווה",32.2876057,34.9741074
4893,638,קלנסווה,2,קלנסווה,"בי""ס אבן רושד",,קלנסווה,"קלנסווה, קלנסווה",32.285791,34.981487
4896,638,קלנסווה,1,קלנסווה,"בי""ס אל רשידיה",,קלנסווה,"קלנסווה, קלנסווה",32.285791,34.981487
4899,638,קלנסווה,3,קלנסווה,תיכון מקיף (עמל- עתיד לשעבר),,קלנסווה,"קלנסווה, קלנסווה",32.285791,34.981487
4902,638,קלנסווה,4,קלנסווה,"בי""ס יסודי אלחיטב",,קלנסווה,"קלנסווה, קלנסווה",32.285791,34.981487
4905,638,קלנסווה,7,"קלנסווה,1 ","בי""ס חט""ב חאלד אל-ואליד",1,קלנסווה,"קלנסווה 1, קלנסווה",32.288177,34.980125
4908,638,קלנסווה,5,קלנסווה,"בי""ס השלום - אלסלאם",,קלנסווה,"קלנסווה, קלנסווה",32.285791,34.981487
4912,638,קלנסווה,12,קלנסווה,בית ספר אל שעפי,,קלנסווה,"קלנסווה, קלנסווה",32.285791,34.981487
4915,638,קלנסווה,9,"קלנסווה,1 ","ביה""ס אלזהראא",1,קלנסווה,"קלנסווה 1, קלנסווה",32.288177,34.980125
4917,247,רשפון,1,"הפרחים,28 ",מועדון לחבר,28,הפרחים,"הפרחים 28, רשפון",32.1996485,34.8240134
4919,3571,שבי שומרון,2,שבי שומרון,מרכז קהילתי שבי שומרון,,שבי שומרון,"שבי שומרון, שבי שומרון",32.26372,35.183444
4920,224,שושנת העמקים,1,"האשל,1 ",מועדון נוער,1,האשל,"האשל 1, שושנת העמקים",32.3554381,34.8565394
4921,661,שער אפרים,1,שער אפרים,מתחם המזכירות,,שער אפרים,"שער אפרים, שער אפרים",32.290662,34.999448
4923,232,שפיים,1,שפיים,מועדון לחבר,,שפיים,"שפיים, שפיים",32.216586,34.822409
4925,287,תל יצחק,2,תל יצחק,בית גד,,תל יצחק,"תל יצחק, תל יצחק",32.252745,34.872378
4926,154,תל מונד,1,"הדקל,64 ","בי""ס שלנו",64,הדקל,"הדקל 64, תל מונד",32.2562621,34.9214153
4931,154,תל מונד,2,"השקמה,5 ","בי""ס ממ""ד אור תורה",5,השקמה,"השקמה 5, תל מונד",32.2572582,34.9170209
4932,154,תל מונד,7,"החצב,1 ","ביה""ס נוף ילדות",1,החצב,"החצב 1, תל מונד",32.2515567,34.9132083
4937,154,תל מונד,8,"הדקל,109 ",מועדון פיס לקשיש,109,הדקל,"הדקל 109, תל מונד",32.2604363,34.9220142
4939,154,תל מונד,6,"הדקל,31 ","מתנ""ס תל מונד",31,הדקל,"הדקל 31, תל מונד",32.2508452,34.9184857
4943,2002,תנובות,1,תנובות,בית הועד המקומי,,תנובות,"תנובות, תנובות",32.305863,34.962586
4944,1309,אלעד,3,"רבי טרפון,1 ","בי""ס בית מרגלית",1,רבי טרפון,"רבי טרפון 1, אלעד",32.0482792,34.9479397
4945,1309,אלעד,23,"שמאי,20 ",ישיבה תיכונית ראשית חוכמה,20,שמאי,"שמאי 20, אלעד",32.0486848,34.9492629
4946,1309,אלעד,8,"רבן יוחנן בן זכאי,10 ",אולפנת נחלה דרכא,10,רבן יוחנן בן זכאי,"רבן יוחנן בן זכאי 10, אלעד",32.0489921,34.9477045
4948,1309,אלעד,12,"אבן גבירול,1 ","בי""ס איילים (בנות)",1,אבן גבירול,"אבן גבירול 1, אלעד",32.0534741,34.9569981
4950,1309,אלעד,21,"רבי יונתן בן עוזיאל,19 ",סמינר ויז'ניץ,19,רבי יונתן בן עוזיאל,"רבי יונתן בן עוזיאל 19, אלעד",32.04953,34.95075
4956,1309,אלעד,18,"שמעון הצדיק,24 ","בי""ס חב""ד בנות",24,שמעון הצדיק,"שמעון הצדיק 24, אלעד",32.0465311,34.9633661
4963,1309,אלעד,24,"המאירי,3 ","בי""ס כלל חסידי בית יעקב",3,המאירי,"המאירי 3, אלעד",32.0519324,34.9636597
4967,1309,אלעד,5,"חוני המעגל,32 ","בי""ס בית יעקב",32,חוני המעגל,"חוני המעגל 32, אלעד",32.0525967,34.9504076
4970,1309,אלעד,16,"רבי חייא,5 ",בית יעקב חסידי,5,רבי חייא,"רבי חייא 5, אלעד",32.0495934,34.96328
4971,1309,אלעד,1,"רבן יוחנן בן זכאי,2 ","בי""ס איילים (בנים)",2,רבן יוחנן בן זכאי,"רבן יוחנן בן זכאי 2, אלעד",32.0506845,34.9479195
4975,1309,אלעד,17,"רבי יהושע,3 ","בי""ס בית מרגלית החדש",3,רבי יהושע,"רבי יהושע 3, אלעד",32.056047,34.9579681
4983,450,בארות יצחק,2,בארות יצחק,מועדון החבר הותיק,,בארות יצחק,"בארות יצחק, בארות יצחק",32.042025,34.910221
4984,448,בני עטרות,1,בני עטרות,מועדון בני עטרות,,בני עטרות,"בני עטרות, בני עטרות",32.02147,34.910146
4985,2038,ברקת,1,התאנה,בית העם,,התאנה,"התאנה, ברקת",32.017591,34.943697
4987,870,גבעת השלושה,1,גבעת השלושה,מועדון תרבות,,גבעת השלושה,"גבעת השלושה, גבעת השלושה",32.09634,34.920628
4988,802,"גבעת כ""ח",1,"גבעת כ""ח",מועדון/מרפאה,,"גבעת כ""ח","גבעת כ""ח, גבעת כ""ח",32.032091,34.938796
4989,681,גבעת שמואל,5,"רחבת אילן,20 ","בי""ס ממלכתי בן גוריון",20,רחבת אילן,"רחבת אילן 20, גבעת שמואל",32.0699222,34.8465356
4994,681,גבעת שמואל,2,"נימרובר,1 ","בי""ס אלון חטיבה בוגרת",1,נימרובר,"נימרובר 1, גבעת שמואל",32.077299,34.849206
4997,681,גבעת שמואל,11,"נחום,1 ","מתנ""ס גבעת שמואל",1,נחום,"נחום 1, גבעת שמואל",32.0793951,34.8487589
4999,681,גבעת שמואל,1,"יהודה הלוי,39 ",בית העם,39,יהודה הלוי,"יהודה הלוי 39, גבעת שמואל",32.0811543,34.8486522
5000,681,גבעת שמואל,4,"הנשיא,12 ",גן דובדבן- ליד בית כנסת בית אל,12,הנשיא,"הנשיא 12, גבעת שמואל",32.081516,34.849798
5002,681,גבעת שמואל,15,"בגין מנחם,2 ","אולפנא אמי""ת",2,בגין מנחם,"בגין מנחם 2, גבעת שמואל",32.077398,34.8538947
5009,681,גבעת שמואל,12,"הרימון,1 ","בי""ס ממ""ד ע""ש מנחם בגין",1,הרימון,"הרימון 1, גבעת שמואל",32.0834872,34.8496116
5015,681,גבעת שמואל,13,"ביאליק,59 ","בי""ס ממ""ד זבולון",59,ביאליק,"ביאליק 59, גבעת שמואל",32.0775461,34.8524567
5022,229,גני תקווה,4,"הרי יהודה,29 ","בי""ס ממלכתי דתי אריאל",29,הרי יהודה,"הרי יהודה 29, גני תקווה",32.0611916,34.8738785
5025,229,גני תקווה,1,"הגליל,22 ","בי""ס גנים",22,הגליל,"הגליל 22, גני תקווה",32.057695,34.876908
5027,229,גני תקווה,11,"דרך הים,3 ","בי""ס יובלים",3,דרך הים,"דרך הים 3, גני תקווה",32.0641559,34.8777494
5033,229,גני תקווה,2,"הגליל,39 ","בי""ס יסודי בית יעקב בנות",39,הגליל,"הגליל 39, גני תקווה",32.0569599,34.8752066
5034,229,גני תקווה,5,"סמ תבור,9 ","בי""ס יסודי רביבים",9,סמ תבור,"סמ תבור 9, גני תקווה",32.0588973,34.8681277
5036,229,גני תקווה,3,"הכרמל,20 ",מרכז הבמה,20,הכרמל,"הכרמל 20, גני תקווה",32.0589683,34.8801334
5041,229,גני תקווה,12,"דרך הים,9 ","ביה""ס חט""ב הראשונים",9,דרך הים,"דרך הים 9, גני תקווה",32.0645288,34.8735468
5043,229,גני תקווה,10,"דרך המלך,6 ","בי""ס איילות",6,דרך המלך,"דרך המלך 6, גני תקווה",32.0660534,34.8729371
5051,128,גת רימון,1,"הברוש,3 ",בית-הראשונים,3,הברוש,"הברוש 3, גת רימון",32.0674841,34.8809739
5052,663,טירת יהודה,2,טירת יהודה,האסם - אולם אירועים,,טירת יהודה,"טירת יהודה, טירת יהודה",32.014833,34.935878
5054,9400,יהוד-מונוסון,8,"מוהליבר,144 ","מתנ""ס שטיינברג",144,מוהליבר,"מוהליבר 144, יהוד-מונוסון",32.040188,34.8947332
5058,9400,יהוד-מונוסון,19,כהן רם,"בי""ס תיכון מקיף יהוד",,כהן רם,"כהן רם, יהוד-מונוסון",32.0392912,34.8931423
5059,9400,יהוד-מונוסון,103,"חתוכה סעדיה,31 ",מועדון הגימלאים שר,31,חתוכה סעדיה,"חתוכה סעדיה 31, יהוד-מונוסון",32.0313614,34.8806404
5060,9400,יהוד-מונוסון,2,"וינהויז זאב,4 ",החברה הכלכלית לפיתוח י.מונסון,4,וינהויז זאב,"וינהויז זאב 4, יהוד-מונוסון",32.0295481,34.887191
5062,9400,יהוד-מונוסון,106,"נורדאו,9 ","בית הספר חמ""ד במעלה",9,נורדאו,"נורדאו 9, יהוד-מונוסון",32.0291328,34.8942415
5063,9400,יהוד-מונוסון,9,"בן צבי,12 ","בי""ס יגאל אלון - חטיבה דתית",12,בן צבי,"בן צבי 12, יהוד-מונוסון",32.0301614,34.8943489
5065,9400,יהוד-מונוסון,7,"חתוכה סעדיה,41 ","מתנ""ס אדלר",41,חתוכה סעדיה,"חתוכה סעדיה 41, יהוד-מונוסון",32.0313614,34.8806404
5066,9400,יהוד-מונוסון,1,"סירקין,8 ","בי""ס רמז",8,סירקין,"סירקין 8, יהוד-מונוסון",32.0329633,34.8948834
5070,9400,יהוד-מונוסון,4,"הרצל,31 ","בי""ס הרצל",31,הרצל,"הרצל 31, יהוד-מונוסון",32.0350003,34.8849823
5073,9400,יהוד-מונוסון,17,"היובל,1 ","בי""ס היובל",1,היובל,"היובל 1, יהוד-מונוסון",32.0335776,34.8785427
5074,9400,יהוד-מונוסון,108,"ביל""ו",מבנה רב תכליתי - גני ילדים,,"ביל""ו","ביל""ו, יהוד-מונוסון",32.029201,34.888133
5075,9400,יהוד-מונוסון,20,"קדושי מצרים,32 ","בי""ס יהודה הלוי",32,קדושי מצרים,"קדושי מצרים 32, יהוד-מונוסון",32.0345261,34.8923197
5079,9400,יהוד-מונוסון,16,"דרך דיין משה,5 ","חט""ב ע""ש מ. ליניק - סביונים",5,דרך דיין משה,"דרך דיין משה 5, יהוד-מונוסון",32.03143,34.8777875
5084,9400,יהוד-מונוסון,104,"ביאקובסקי,7 ",גן עירית,7,ביאקובסקי,"ביאקובסקי 7, יהוד-מונוסון",32.0315718,34.8925712
5086,9400,יהוד-מונוסון,105,"ביאקובסקי,7 ",גן סיגלית,7,ביאקובסקי,"ביאקובסקי 7, יהוד-מונוסון",32.0315718,34.8925712
5089,9400,יהוד-מונוסון,24,"מרבד הקסמים,8 ",גן חצב לוטם,8,מרבד הקסמים,"מרבד הקסמים 8, יהוד-מונוסון",32.0312763,34.8894956
5091,9400,יהוד-מונוסון,101,"שוהם נוה אפרים,1 ","בי""ס אורנים",1,שוהם נוה אפרים,"שוהם נוה אפרים 1, יהוד-מונוסון",32.02924,34.872325
5096,249,כפר סירקין,1,הבנים,בית החבר הוותיק,,הבנים,"הבנים, כפר סירקין",32.0763668,34.9232856
5098,722,מגשימים,2,"הברוש,2 ",בית העם,2,הברוש,"הברוש 2, מגשימים",32.044281,34.8984847
5099,606,מזור,1,מזור,בית העם,,מזור,"מזור, מזור",32.050698,34.931373
5101,230,מעש,1,"השלושה,27 ",מועדון קשישים,27,השלושה,"השלושה 27, מעש",32.0661028,34.8899739
5102,257,נופך,1,"תרשיש,21 ",מבנה רב תכליתי (מועדון),21,תרשיש,"תרשיש 21, נופך",32.0429698,34.9218198
5103,449,נחלים,2,לשם,בית העם-בית דני,,לשם,"לשם, נחלים",32.0587011,34.9141581
5105,705,נחשונים,2,"נחשונים,1 ",מועדון יחד,1,נחשונים,"נחשונים 1, נחשונים",32.063236,34.947011
5106,587,סביון,1,"גן השקמים,2 ","בי""ס סביון -גני יהודה",2,גן השקמים,"גן השקמים 2, סביון",32.0454026,34.8772024
5110,587,סביון,2,גן השקמים,"בי""ס יסודי סביון שכבה ה'",,גן השקמים,"גן השקמים, סביון",32.0445673,34.875684
5113,871,עינת,1,עינת,בית דרור,,עינת,"עינת, עינת",32.081948,34.937514
5114,7900,פתח תקווה,27,"הבנים,5 ","בי""ס קרול",5,הבנים,"הבנים 5, פתח תקווה",32.0952877,34.8835933
5122,7900,פתח תקווה,100,"דורני שלום,2 ","בי""ס נאות מרגלית",2,דורני שלום,"דורני שלום 2, פתח תקווה",32.0978181,34.8882578
5126,7900,פתח תקווה,97,"המורה אליהו,7 ",בית יעקב יסודי חרדי,7,המורה אליהו,"המורה אליהו 7, פתח תקווה",32.1051837,34.878628
5130,7900,פתח תקווה,127,"הרב חפוטא יאיר,2 ","בי""ס מעוף",2,הרב חפוטא יאיר,"הרב חפוטא יאיר 2, פתח תקווה",32.0987244,34.8946863
5134,7900,פתח תקווה,28,"הרב מוהליבר שמואל,10 ","בי""ס נצח ישראל",10,הרב מוהליבר שמואל,"הרב מוהליבר שמואל 10, פתח תקווה",32.0796316,34.828174
5137,7900,פתח תקווה,11,"הרב מוהליבר שמואל,17 ","בי""ס למרחב בנות-לשעבר נצח בנים",17,הרב מוהליבר שמואל,"הרב מוהליבר שמואל 17, פתח תקווה",32.0796316,34.828174
5144,7900,פתח תקווה,3,"וולפסון דוד,31 ","בי""ס גורדון",31,וולפסון דוד,"וולפסון דוד 31, פתח תקווה",32.0876639,34.8919237
5150,7900,פתח תקווה,21,"חזון איש,4 ","בי""ס שמעוני",4,חזון איש,"חזון איש 4, פתח תקווה",32.0901885,34.8948615
5152,7900,פתח תקווה,19,"סביון,23 ","בי""ס שארית ישראל",23,סביון,"סביון 23, פתח תקווה",32.0866997,34.8923089
5158,7900,פתח תקווה,137,"רמת הגולן,4 ","מתנ""ס תקומה",4,רמת הגולן,"רמת הגולן 4, פתח תקווה",32.0929506,34.8960122
5159,7900,פתח תקווה,144,"יחיעם,11 ",גן מישור וגן פרדס,11,יחיעם,"יחיעם 11, פתח תקווה",32.0800225,34.9174122
5160,7900,פתח תקווה,125,"רמז דוד,33 ","מתנ""ס בית מרקו דדו",33,רמז דוד,"רמז דוד 33, פתח תקווה",32.0858255,34.9037717
5161,7900,פתח תקווה,31,"קהילת יוסטון,3 ",המרכז הקהילתי,3,קהילת יוסטון,"קהילת יוסטון 3, פתח תקווה",32.0909939,34.9043534
5166,7900,פתח תקווה,4,"עדש שפיק,2 ","בי""ס ממ""ד מורשה בנות",2,עדש שפיק,"עדש שפיק 2, פתח תקווה",32.073702,34.9121075
5173,7900,פתח תקווה,46,"יונה,74 ","בי""ס אדר",74,יונה,"יונה 74, פתח תקווה",32.0689559,34.8989886
5174,7900,פתח תקווה,1,"תפוצות ישראל,7 ","בי""ס אורנים",7,תפוצות ישראל,"תפוצות ישראל 7, פתח תקווה",32.0761898,34.9002377
5176,7900,פתח תקווה,102,"שולמית,1 ","מתנ""ס שערים",1,שולמית,"שולמית 1, פתח תקווה",32.0775225,34.9006704
5177,7900,פתח תקווה,24,"עין גנים,71 ",חטיבת ברנר,71,עין גנים,"עין גנים 71, פתח תקווה",32.0840655,34.8984068
5181,7900,פתח תקווה,88,"החמישה,8 ","בי""ס יסודי בית יעקב",8,החמישה,"החמישה 8, פתח תקווה",32.0718791,34.8954526
5184,7900,פתח תקווה,91,"ישעיהו ישראל,12 ","תיכון ע""ש ברנר",12,ישעיהו ישראל,"ישעיהו ישראל 12, פתח תקווה",32.0792888,34.9006045
5186,7900,פתח תקווה,7,"קיש,48 ","בי""ס יסודות",48,קיש,"קיש 48, פתח תקווה",32.0708779,34.8947869
5188,7900,פתח תקווה,65,"שפרינצק,17 ","ביה""ס אור חיה",17,שפרינצק,"שפרינצק 17, פתח תקווה",32.0758695,34.8920288
5190,7900,פתח תקווה,118,"שפרינצק,39 ","מתנ""ס אחדות",39,שפרינצק,"שפרינצק 39, פתח תקווה",32.0725153,34.892546
5191,7900,פתח תקווה,48,"הוברמן,8 ","בי""ס הוברמן",8,הוברמן,"הוברמן 8, פתח תקווה",32.0754402,34.8873752
5196,7900,פתח תקווה,95,"ילין אבינועם,10 ",בית מזלי,10,ילין אבינועם,"ילין אבינועם 10, פתח תקווה",32.0787965,34.8867777
5198,7900,פתח תקווה,96,"סמילנסקי,4 ",מועדון גמלאים,4,סמילנסקי,"סמילנסקי 4, פתח תקווה",32.0839043,34.8837318
5200,7900,פתח תקווה,143,"שפירא הרמן צבי,46 ",מרכז קהילתי המרכז,46,שפירא הרמן צבי,"שפירא הרמן צבי 46, פתח תקווה",32.075245,34.777052
5206,7900,פתח תקווה,26,"הפורצים,18 ","מתנ""ס רמת ורבר",18,הפורצים,"הפורצים 18, פתח תקווה",32.087676,34.876793
5211,7900,פתח תקווה,37,"ביטרמן מרדכי,13 ","חט""ב בן גוריון",13,ביטרמן מרדכי,"ביטרמן מרדכי 13, פתח תקווה",32.0805671,34.8664707
5212,7900,פתח תקווה,29,"אנדרסן,8 ",בית חינוך אפיק,8,אנדרסן,"אנדרסן 8, פתח תקווה",32.0900543,34.873446
5213,7900,פתח תקווה,68,"קפלן אליעזר,42 ",נעמת טכנולוגי,42,קפלן אליעזר,"קפלן אליעזר 42, פתח תקווה",32.0734749,34.7861242
5217,7900,פתח תקווה,67,"שולזינגר,3 ","בית חינוך יסודי ע""ש אורי אורבך",3,שולזינגר,"שולזינגר 3, פתח תקווה",32.1006018,34.8782684
5218,7900,פתח תקווה,121,"הרב אויערבך משה,10 ","מתנ""ס זמיר",10,הרב אויערבך משה,"הרב אויערבך משה 10, פתח תקווה",32.084041,34.887762
5219,7900,פתח תקווה,50,"הצפירה,4 ","מתנ""ס קרית מטלון",4,הצפירה,"הצפירה 4, פתח תקווה",32.0886092,34.8489217
5221,7900,פתח תקווה,128,"ציפורי טובה,4 ","בי""ס תיכון בן גוריון",4,ציפורי טובה,"ציפורי טובה 4, פתח תקווה",32.084041,34.887762
5226,7900,פתח תקווה,36,"סלומון,12 ",מרכז קהילתי תורני,12,סלומון,"סלומון 12, פתח תקווה",32.0846547,34.8805415
